name,parent,href,n_sub
Okta Integration Network Software,Marketplace Apps,https://www.g2.com/categories/okta-integration-network,0
Procore App Marketplace Partners,Marketplace Apps,https://www.g2.com/categories/procore-app-marketplace-partners,0
Salesforce AppExchange Apps,Marketplace Apps,https://www.g2.com/categories/salesforce-appexchange-apps,0
SAP Store Software,Marketplace Apps,https://www.g2.com/categories/sap-store,0
ServiceNow Marketplace Apps,Marketplace Apps,https://www.g2.com/categories/servicenow-store-apps,0
UKG Marketplace Software,Marketplace Apps,https://www.g2.com/categories/ukg-marketplace,0
Meeting Room Booking Systems,Office Software,https://www.g2.com/categories/meeting-room-booking-systems,0
Noise Cancellation Software,Office Software,https://www.g2.com/categories/noise-cancellation,0
Office Suites Software,Office Software,https://www.g2.com/categories/office-suites,0
Online Appointment Scheduling Software,Office Software,https://www.g2.com/categories/online-appointment-scheduling,0
Online Fax Software,Office Software,https://www.g2.com/categories/online-fax,0
Org Chart Software,Office Software,https://www.g2.com/categories/org-chart,0
Other Email Software,Office Software,https://www.g2.com/categories/other-email,0
Other Office Software,Office Software,https://www.g2.com/categories/other-office,0
Package Tracking Software,Office Software,https://www.g2.com/categories/package-tracking,0
PDF Editor Software,Office Software,https://www.g2.com/categories/pdf-editor,0
Presentation Software,Office Software,https://www.g2.com/categories/presentation,0
Print Management Software,Office Software,https://www.g2.com/categories/print-management,0
Queue Management Software,Office Software,https://www.g2.com/categories/queue-management,0
Screen and Video Capture Software,Office Software,https://www.g2.com/categories/screen-and-video-capture,0
Screenwriting Software,Office Software,https://www.g2.com/categories/screenwriting,0
Space Management Software,Office Software,https://www.g2.com/categories/space-management,0
Spreadsheets Software,Office Software,https://www.g2.com/categories/spreadsheets,0
Survey Software,Office Software,https://www.g2.com/categories/survey,0
Variable Data Printing (VDP) Software,Office Software,https://www.g2.com/categories/variable-data-printing-vdp,0
Virtual Mailbox Software,Office Software,https://www.g2.com/categories/virtual-mailbox,0
Visitor Management Software,Office Software,https://www.g2.com/categories/visitor-management,0
Writing Assistants Software,Office Software,https://www.g2.com/categories/writing-assistants,3
AI Writing Assistants,Writing Assistants Software,https://www.g2.com/categories/ai-writing-assistant,0
Plagiarism Checker Software,Writing Assistants Software,https://www.g2.com/categories/plagiarism-checker,0
Proofreading Software,Writing Assistants Software,https://www.g2.com/categories/proofreading,0
Coworking Spaces,Other Services Providers,https://www.g2.com/categories/coworking-spaces,0
Fleet Management Consulting Providers,Other Services Providers,https://www.g2.com/categories/fleet-management-consulting,0
Freight Forwarding Services Providers,Other Services Providers,https://www.g2.com/categories/freight-forwarding-services,0
Health Services Providers,Other Services Providers,https://www.g2.com/categories/health-services,5
Ancillary Care Providers,Health Services Providers,https://www.g2.com/categories/ancillary-care,0
Healthcare Service Providers,Health Services Providers,https://www.g2.com/categories/healthcare-service,0
Laboratory Services Providers,Health Services Providers,https://www.g2.com/categories/laboratory-services,0
Medical Transcription Services,Health Services Providers,https://www.g2.com/categories/medical-transcription-services,0
Other Medical Services Providers,Health Services Providers,https://www.g2.com/categories/other-medical-services,0
IoT Testing Services Providers,Other Services Providers,https://www.g2.com/categories/iot-testing-services,0
IT Outsourcing Services,Other Services Providers,https://www.g2.com/categories/it-outsourcing,0
"ITSM Tool Implementation, Consulting, and Managed Services Providers",Other Services Providers,https://www.g2.com/categories/itsm-tool-implementation-consulting-and-managed-services,0
Managed Live Chat Providers,Other Services Providers,https://www.g2.com/categories/managed-live-chat,0
Online Program Management in Higher Education Providers,Other Services Providers,https://www.g2.com/categories/online-program-management-in-higher-education,0
Other B2B Services Providers,Other Services Providers,https://www.g2.com/categories/other-b2b-services,0
Third-Party Logistics Providers,Other Services Providers,https://www.g2.com/categories/third-party-logistics,0
AB Tasty Consulting Providers,Professional Services Providers,https://www.g2.com/categories/ab-tasty-consulting,0
Brightpearl Consulting Providers,Professional Services Providers,https://www.g2.com/categories/brightpearl-consulting,0
Broadleaf Commerce Consulting Providers,Professional Services Providers,https://www.g2.com/categories/broadleaf-commerce-consulting,0
Cloud Migration Services Providers,Professional Services Providers,https://www.g2.com/categories/cloud-migration-services,0
Constant Contact Consulting Providers,Professional Services Providers,https://www.g2.com/categories/constant-contact-consulting,0
Creative Services Providers,Professional Services Providers,https://www.g2.com/categories/creative-services,13
3D Web Design Services Providers,Creative Services Providers,https://www.g2.com/categories/3d-web-design-services,0
Blog Writing Services Providers,Creative Services Providers,https://www.g2.com/categories/blog-writing-services,0
Content Editing Services Providers,Creative Services Providers,https://www.g2.com/categories/content-editing-services,0
Content Writing Services Providers,Creative Services Providers,https://www.g2.com/categories/content-writing-services,0
Graphic Design Services Providers,Creative Services Providers,https://www.g2.com/categories/graphic-design-services,0
Interior Design Services Providers,Creative Services Providers,https://www.g2.com/categories/interior-design-services,0
Other Creative Services Providers,Creative Services Providers,https://www.g2.com/categories/other-creative-services,0
Product Design Services Providers,Creative Services Providers,https://www.g2.com/categories/product-design-services,0
Professional Headshot Photography Services Providers,Creative Services Providers,https://www.g2.com/categories/professional-headshot-photography-services,0
Resume Writing Services Providers,Creative Services Providers,https://www.g2.com/categories/resume-writing-services,0
User Experience (UX) Design Services Providers,Creative Services Providers,https://www.g2.com/categories/user-experience-ux-design-services,0
Video Production Companies ,Creative Services Providers,https://www.g2.com/categories/video-production-companies,0
Website Design Companies,Creative Services Providers,https://www.g2.com/categories/website-design,0
Data Extraction Services Providers,Professional Services Providers,https://www.g2.com/categories/data-extraction-services-f8d7dc20-f5c1-416b-a1d0-d8692c9a4f61,0
Data Governance Services Providers,Professional Services Providers,https://www.g2.com/categories/data-governance-services,0
Development Services Providers,Professional Services Providers,https://www.g2.com/categories/development-services,5
Mobile App Development Companies,Development Services Providers,https://www.g2.com/categories/mobile-app-development,6
Android Developers ,Mobile App Development Companies,https://www.g2.com/categories/android-developers,0
Cross-Platform Developers ,Mobile App Development Companies,https://www.g2.com/categories/cross-platform-developers,0
Internet of Things (IoT) Developers ,Mobile App Development Companies,https://www.g2.com/categories/internet-of-things-iot-developers,0
iOS Developers ,Mobile App Development Companies,https://www.g2.com/categories/ios-developers,0
Wearable App Development Companies,Mobile App Development Companies,https://www.g2.com/categories/wearable-app-development,0
Windows Developers ,Mobile App Development Companies,https://www.g2.com/categories/windows-developers,0
Other Development Services Providers,Development Services Providers,https://www.g2.com/categories/other-development-services,0
Software Developer Services Providers,Development Services Providers,https://www.g2.com/categories/software-developer-services,0
Testing and QA Providers,Development Services Providers,https://www.g2.com/categories/testing-and-qa,0
Web Developers ,Development Services Providers,https://www.g2.com/categories/web-developers,12
AI Development Services Providers,Web Developers ,https://www.g2.com/categories/ai-development-services,0
Drupal Development Companies,Web Developers ,https://www.g2.com/categories/drupal-development,0
E-Commerce Development Companies,Web Developers ,https://www.g2.com/categories/e-commerce-development,0
Java Development Providers,Web Developers ,https://www.g2.com/categories/java-development,0
JavaScript Developers ,Web Developers ,https://www.g2.com/categories/javascript-developers,0
.NET Developers ,Web Developers ,https://www.g2.com/categories/net-developers,0
Node.js Developers ,Web Developers ,https://www.g2.com/categories/node-js-developers,0
PHP Developers ,Web Developers ,https://www.g2.com/categories/php-developers,0
Python and Django Developers ,Web Developers ,https://www.g2.com/categories/python-and-django-developers,0
Ruby on Rails Developers  ,Web Developers ,https://www.g2.com/categories/ruby-on-rails-developers,0
Sitecore Developers ,Web Developers ,https://www.g2.com/categories/sitecore-developers,0
WordPress Developers ,Web Developers ,https://www.g2.com/categories/wordpress-developers,0
Digital Document Destruction Services Providers,Professional Services Providers,https://www.g2.com/categories/digital-document-destruction-services,0
Document Scanning Services Providers,Professional Services Providers,https://www.g2.com/categories/document-scanning-services,0
Dotdigital Consulting Providers,Professional Services Providers,https://www.g2.com/categories/dotdigital-consulting,0
Dynamic Yield Consulting Providers,Professional Services Providers,https://www.g2.com/categories/dynamic-yield-consulting,0
Emarsys Consulting Providers,Professional Services Providers,https://www.g2.com/categories/emarsys-consulting,0
Episerver Consulting Providers,Professional Services Providers,https://www.g2.com/categories/episerver-consulting,0
Hatchbuck Agency Partners,Professional Services Providers,https://www.g2.com/categories/hatchbuck-agency-partners,0
Implementation Services Providers,Professional Services Providers,https://www.g2.com/categories/implementation-services,19
Account-Based Marketing Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/account-based-marketing-consulting,0
Acumatica ERP Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/acumatica-erp-consulting,1
Acumatica Consulting Providers,Acumatica ERP Consulting Providers,https://www.g2.com/categories/acumatica-consulting-ffe98fcd-3853-44cc-a547-92d69dd966db,0
Amazon Web Services Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/amazon-web-services-consulting,12
Amazon Aurora Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-aurora-consulting,0
Amazon CloudFront Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-cloudfront-consulting,0
Amazon DynamoDB Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-dynamodb-consulting,0
Amazon EC2 Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-ec2-consulting,0
Amazon EMR Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-emr-consulting,0
Amazon Kinesis Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-kinesis-consulting,0
Amazon RDS Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-rds-consulting,0
Amazon Redshift Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-redshift-consulting,0
Amazon S3 Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/amazon-s3-consulting,0
AWS Lambda Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/aws-lambda-consulting,0
AWS WAF Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/aws-waf-consulting,0
Other AWS Consulting Providers,Amazon Web Services Consulting Providers,https://www.g2.com/categories/other-aws-consulting,0
Ceridian Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/ceridian-consulting,0
Drift Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/drift-consulting,0
Google Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/google-consultants,5
Google Chrome Enterprise Consulting Providers,Google Consulting Providers,https://www.g2.com/categories/google-chrome-enterprise-consultants,0
Google Cloud Platform Consulting Providers,Google Consulting Providers,https://www.g2.com/categories/google-cloud-platform-consultants,0
Google for Education Consulting Providers,Google Consulting Providers,https://www.g2.com/categories/google-for-education-consultants,0
Google Maps Platform Consulting Providers,Google Consulting Providers,https://www.g2.com/categories/google-maps-platform-consultants,0
G Suite Consulting Providers,Google Consulting Providers,https://www.g2.com/categories/g-suite-consultants,0
HubSpot Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/hubspot-consulting,0
Infor Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/infor-consulting,7
Infor CloudSuite Consulting Providers,Infor Consulting Providers,https://www.g2.com/categories/infor-cloudsuite-consulting,0
Infor CRM Consulting Providers,Infor Consulting Providers,https://www.g2.com/categories/infor-crm-consulting,0
Infor EAM Consulting Providers,Infor Consulting Providers,https://www.g2.com/categories/infor-eam-consulting,0
Infor ERP Consulting Providers,Infor Consulting Providers,https://www.g2.com/categories/infor-erp-consulting,4
Infor Lawson Consulting Providers,Infor ERP Consulting Providers,https://www.g2.com/categories/infor-lawson-consulting,0
Infor LN Consulting Providers,Infor ERP Consulting Providers,https://www.g2.com/categories/infor-ln-consulting,0
Infor M3 Consulting Providers,Infor ERP Consulting Providers,https://www.g2.com/categories/infor-m3-consulting,0
Infor SyteLine Consulting Providers,Infor ERP Consulting Providers,https://www.g2.com/categories/infor-syteline-consulting,0
Infor SunSystems Consulting Providers,Infor Consulting Providers,https://www.g2.com/categories/infor-sunsystems-consulting,0
Infor Xi Consulting Providers,Infor Consulting Providers,https://www.g2.com/categories/infor-xi-consulting,0
Other Infor Consulting Providers,Infor Consulting Providers,https://www.g2.com/categories/other-infor-consulting,0
IoT Implementation Services Providers,Implementation Services Providers,https://www.g2.com/categories/iot-implementation-services,0
Marketo Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/marketo-consulting,0
Microsoft Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/microsoft-consulting,8
Microsoft Azure Consulting Providers,Microsoft Consulting Providers,https://www.g2.com/categories/microsoft-azure-consulting,0
Microsoft Dynamics 365 Business Central Consultants Providers,Microsoft Consulting Providers,https://www.g2.com/categories/microsoft-dynamics-365-business-central-consultants,0
Microsoft Dynamics 365 Consulting Providers,Microsoft Consulting Providers,https://www.g2.com/categories/microsoft-dynamics-365-consulting,0
Microsoft Dynamics CRM Consulting Providers,Microsoft Consulting Providers,https://www.g2.com/categories/microsoft-dynamics-crm-consulting,0
Microsoft Dynamics ERP Consulting Providers,Microsoft Consulting Providers,https://www.g2.com/categories/microsoft-dynamics-erp-consulting,4
Microsoft Dynamics AX Consulting Providers,Microsoft Dynamics ERP Consulting Providers,https://www.g2.com/categories/microsoft-dynamics-ax-consulting,0
Microsoft Dynamics GP Consulting Providers,Microsoft Dynamics ERP Consulting Providers,https://www.g2.com/categories/microsoft-dynamics-gp-consulting,0
Microsoft Dynamics NAV Consulting Providers,Microsoft Dynamics ERP Consulting Providers,https://www.g2.com/categories/microsoft-dynamics-nav-consulting,0
Microsoft Dynamics SL Consulting Providers,Microsoft Dynamics ERP Consulting Providers,https://www.g2.com/categories/microsoft-dynamics-sl-consulting,0
Microsoft Office 365 Consulting Providers,Microsoft Consulting Providers,https://www.g2.com/categories/microsoft-office-365-consulting,0
Other Microsoft Consulting Providers,Microsoft Consulting Providers,https://www.g2.com/categories/other-microsoft-consulting,0
SharePoint Consulting Providers,Microsoft Consulting Providers,https://www.g2.com/categories/sharepoint-consulting,0
Oracle Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/oracle-consulting,11
Oracle Bronto Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-bronto-consulting,0
Oracle Cloud Applications Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-cloud-applications-consulting,4
Oracle CX - Customer Experience Cloud Consulting Providers,Oracle Cloud Applications Consulting Providers,https://www.g2.com/categories/oracle-cx-customer-experience-cloud-consulting,0
Oracle EPM - Enterprise Performance Management Cloud Consulting Providers,Oracle Cloud Applications Consulting Providers,https://www.g2.com/categories/oracle-epm-enterprise-performance-management-cloud-consulting,0
Oracle HCM - Human Capital Management Cloud Consulting Providers,Oracle Cloud Applications Consulting Providers,https://www.g2.com/categories/oracle-hcm-human-capital-management-cloud-consulting,0
Oracle SCM - Supply Chain Management Cloud Consulting Providers,Oracle Cloud Applications Consulting Providers,https://www.g2.com/categories/oracle-scm-supply-chain-management-cloud-consulting,0
Oracle Database Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-database-consulting,0
Oracle ERP Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-erp-consulting,4
Oracle E-Business Suite Consulting Providers,Oracle ERP Consulting Providers,https://www.g2.com/categories/oracle-e-business-suite-consulting,0
Oracle ERP Cloud Consulting Providers,Oracle ERP Consulting Providers,https://www.g2.com/categories/oracle-erp-cloud-consulting,0
Oracle JD Edwards EnterpriseOne Consulting Providers,Oracle ERP Consulting Providers,https://www.g2.com/categories/oracle-jd-edwards-enterpriseone-consulting,0
Oracle PeopleSoft Consulting Providers,Oracle ERP Consulting Providers,https://www.g2.com/categories/oracle-peoplesoft-consulting,0
Oracle Fusion Applications Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-fusion-applications-consulting,0
Oracle Hyperion Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-hyperion-consulting,0
Oracle Industry Solutions Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-industry-solutions-consulting,0
Oracle Primavera Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-primavera-consulting,0
Oracle Siebel Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-siebel-consulting,0
Oracle Taleo Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/oracle-taleo-consulting,0
Other Oracle Consulting Providers,Oracle Consulting Providers,https://www.g2.com/categories/other-oracle-consulting,0
Other Implementation Services Providers,Implementation Services Providers,https://www.g2.com/categories/other-implementation-services,0
Pegasystems Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/pegasystems-consulting,0
Salesforce Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/salesforce-consulting,11
FinancialForce Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/financialforce-consulting,0
Other Salesforce Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/other-salesforce-consulting,0
Sales Cloud Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/sales-cloud-consulting,2
Salesforce CPQ Consulting Providers,Sales Cloud Consulting Providers,https://www.g2.com/categories/salesforce-cpq-consulting,0
Salesforce CRM Consulting Providers,Sales Cloud Consulting Providers,https://www.g2.com/categories/salesforce-crm-consulting,0
Salesforce Analytics Cloud Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/salesforce-analytics-cloud-consulting,0
Salesforce App Cloud Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/salesforce-app-cloud-consulting,0
Salesforce Commerce Cloud Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/salesforce-commerce-cloud-consulting,0
Salesforce Community Cloud Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/salesforce-community-cloud-consulting,0
Salesforce Marketing Cloud Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/salesforce-marketing-cloud-consulting,0
Salesforce Pardot Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/salesforce-pardot-consulting,0
Salesforce Training Services Providers,Salesforce Consulting Providers,https://www.g2.com/categories/salesforce-training-services,0
Service Cloud Consulting Providers,Salesforce Consulting Providers,https://www.g2.com/categories/service-cloud-consulting,0
SAP Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/sap-consulting,11
Other SAP Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/other-sap-consulting,0
SAP BI Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-bi-consulting,0
SAP CRM Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-crm-consulting,0
SAP EPM Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-epm-consulting,0
SAP ERP Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-erp-consulting,5
Business ByDesign Consulting Providers,SAP ERP Consulting Providers,https://www.g2.com/categories/business-bydesign-consulting,0
SAP Business All-in-One Consulting Providers,SAP ERP Consulting Providers,https://www.g2.com/categories/sap-business-all-in-one-consulting,0
SAP Business One Consulting Providers,SAP ERP Consulting Providers,https://www.g2.com/categories/sap-business-one-consulting,0
SAP FICO - Financial Accounting Consulting Providers,SAP ERP Consulting Providers,https://www.g2.com/categories/sap-fico-financial-accounting-consulting,0
SAP HR - Human Resources Consulting Providers,SAP ERP Consulting Providers,https://www.g2.com/categories/sap-hr-human-resources-consulting,0
SAP HANA Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-hana-consulting,0
SAP Industry Solutions Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-industry-solutions-consulting,0
SAP Mobile Platform Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-mobile-platform-consulting,0
SAP PLM Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-plm-consulting,0
SAP SCM Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-scm-consulting,0
SAP SRM Consulting Providers,SAP Consulting Providers,https://www.g2.com/categories/sap-srm-consulting,0
UiPath Consulting,Implementation Services Providers,https://www.g2.com/categories/uipath-consulting,0
UKG Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/ukg-consulting,0
Workday Consulting Providers,Implementation Services Providers,https://www.g2.com/categories/workday-consulting,6
Other Workday Consulting Providers,Workday Consulting Providers,https://www.g2.com/categories/other-workday-consulting,0
Workday Financial Management Consulting Providers,Workday Consulting Providers,https://www.g2.com/categories/workday-financial-management-consulting,0
Workday Human Capital Management Consulting Providers,Workday Consulting Providers,https://www.g2.com/categories/workday-human-capital-management-consulting,0
Workday Planning Consulting Providers,Workday Consulting Providers,https://www.g2.com/categories/workday-planning-consulting,0
Workday Professional Services Automation Consulting Providers,Workday Consulting Providers,https://www.g2.com/categories/workday-professional-services-automation-consulting,0
Workday Student Consulting Providers,Workday Consulting Providers,https://www.g2.com/categories/workday-student-consulting,0
IT Infrastructure Utility Services,Professional Services Providers,https://www.g2.com/categories/it-infrastructure-utility-services,0
Klaviyo Consulting Providers,Professional Services Providers,https://www.g2.com/categories/klaviyo-consulting,0
Listrak Consulting Providers,Professional Services Providers,https://www.g2.com/categories/listrak-consulting,0
Managed IoT Services Providers,Professional Services Providers,https://www.g2.com/categories/managed-iot-services,0
Managed IT Services Providers,Professional Services Providers,https://www.g2.com/categories/managed-it-services,0
Managed Services,Professional Services Providers,https://www.g2.com/categories/managed-services,0
Miva Consulting Providers,Professional Services Providers,https://www.g2.com/categories/miva-consulting,0
Nextopia Consulting Providers,Professional Services Providers,https://www.g2.com/categories/nextopia-consulting,0
Physical Document Destruction Services Providers,Professional Services Providers,https://www.g2.com/categories/physical-document-destruction-services,0
Power BI Consulting Providers,Professional Services Providers,https://www.g2.com/categories/power-bi-consulting,0
Records Storage Services Providers,Professional Services Providers,https://www.g2.com/categories/records-storage-services,0
Robotic Process Automation (RPA) Consultancy Services,Professional Services Providers,https://www.g2.com/categories/robotic-process-automation-rpa-consultancy-services,0
Rootstock Consulting Providers,Professional Services Providers,https://www.g2.com/categories/rootstock-consulting,0
Shopify Consulting Partners,Professional Services Providers,https://www.g2.com/categories/shopify-consulting-partners,0
Shopify Designers ,Shopify Consulting Partners ,https://www.g2.com/categories/shopify-designers,0
Shopify Marketing Experts ,Shopify Consulting Partners ,https://www.g2.com/categories/shopify-marketing-experts,0
Shopify Photographers ,Shopify Consulting Partners ,https://www.g2.com/categories/shopify-photographers,0
Shopify Setup Experts,Shopify Consulting Partners ,https://www.g2.com/categories/shopify-setup-experts,0
Shopify Web Developers ,Shopify Consulting Partners ,https://www.g2.com/categories/shopify-web-developers,0
Solution Consulting Providers,Professional Services Providers,https://www.g2.com/categories/solution-consulting,11
Artificial Intelligence Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/artificial-intelligence-consulting,0
Business Intelligence (BI) Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/business-intelligence-bi-consulting,0
Business Process Management (BPM) Services,Solution Consulting Providers,https://www.g2.com/categories/business-process-management-bpm-services,0
Cloud Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/cloud-consulting,0
Digital Transformation Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/digital-transformation-consulting,0
IoT Consulting Services Providers,Solution Consulting Providers,https://www.g2.com/categories/iot-consulting-services,0
IT Infrastructure Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/it-infrastructure-consulting,0
IT Strategy Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/it-strategy-consulting,0
Mobility Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/mobility-consulting,0
Other Solution Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/other-solution-consulting,0
Quote-to-Cash Consulting Providers,Solution Consulting Providers,https://www.g2.com/categories/quote-to-cash-consulting,0
Tableau Consulting Providers,Professional Services Providers,https://www.g2.com/categories/tableau-consulting,0
Teamwork Consulting Partners,Professional Services Providers,https://www.g2.com/categories/teamwork-consulting-partners,0
Trustpilot Consulting Providers,Professional Services Providers,https://www.g2.com/categories/trustpilot-consulting,0
Twilio Consulting Providers,Professional Services Providers,https://www.g2.com/categories/twilio-consulting,0
Vidyard Consulting Providers,Professional Services Providers,https://www.g2.com/categories/vidyard-consulting,0
Zoho Consulting Providers,Professional Services Providers,https://www.g2.com/categories/zoho-consulting,0
Edge Routers,Routers Hardware,https://www.g2.com/categories/edge-routers,0
Industrial Routers,Routers Hardware,https://www.g2.com/categories/industrial-routers,0
Cloud Security Software,Security Software,https://www.g2.com/categories/cloud-security,12
API Security Tools,Cloud Security Software,https://www.g2.com/categories/api-security,0
Cloud Access Security Broker (CASB) Software,Cloud Security Software,https://www.g2.com/categories/cloud-access-security-broker-casb,0
Cloud Compliance Software,Cloud Security Software,https://www.g2.com/categories/cloud-compliance,0
Cloud Data Security Software,Cloud Security Software,https://www.g2.com/categories/cloud-data-security,0
Cloud DDoS Mitigation Software,Cloud Security Software,https://www.g2.com/categories/cloud-ddos-mitigation,0
Cloud Edge Security Software,Cloud Security Software,https://www.g2.com/categories/cloud-edge-security,0
Cloud File Security Software,Cloud Security Software,https://www.g2.com/categories/cloud-file-security,0
Cloud Security Monitoring and Analytics Software,Cloud Security Software,https://www.g2.com/categories/cloud-security-monitoring-and-analytics,0
Cloud Security Posture Management (CSPM) Software,Cloud Security Software,https://www.g2.com/categories/cloud-security-posture-management-cspm,0
Cloud Workload Protection Platforms,Cloud Security Software,https://www.g2.com/categories/cloud-workload-protection-platforms,0
Extended Detection and Response (XDR) Platforms,Cloud Security Software,https://www.g2.com/categories/extended-detection-and-response-xdr-platforms,0
Service Mesh Tools,Cloud Security Software,https://www.g2.com/categories/service-mesh-tools,0
System Security Software,Security Software,https://www.g2.com/categories/system-security,11
Incident Response Software,System Security Software,https://www.g2.com/categories/incident-response,0
Security Information and Event Management (SIEM) Software,System Security Software,https://www.g2.com/categories/security-information-and-event-management-siem,0
Threat Intelligence Software,System Security Software,https://www.g2.com/categories/threat-intelligence,0
Breach and Attack Simulation (BAS) Software,System Security Software,https://www.g2.com/categories/breach-and-attack-simulation-bas,0
Deception Technology Software,System Security Software,https://www.g2.com/categories/deception-technology,0
Digital Forensics Software,System Security Software,https://www.g2.com/categories/digital-forensics,0
IoT Security Software,System Security Software,https://www.g2.com/categories/iot-security,0
Malware Analysis Tools,System Security Software,https://www.g2.com/categories/malware-analysis-tools,0
Managed Detection and Response (MDR)  Software,System Security Software,https://www.g2.com/categories/managed-detection-and-response-mdr,0
OT Secure Remote Access Software,System Security Software,https://www.g2.com/categories/ot-secure-remote-access,0
"Security Orchestration, Automation, and Response (SOAR) Software",System Security Software,https://www.g2.com/categories/security-orchestration-automation-and-response-soar,0
Application Security Software,Security Software,https://www.g2.com/categories/application-security,2
Application Shielding Software,Application Security Software,https://www.g2.com/categories/application-shielding,0
Runtime Application Self-Protection (RASP)  Software,Application Security Software,https://www.g2.com/categories/runtime-application-self-protection-rasp,0
Confidentiality Software,Security Software,https://www.g2.com/categories/confidentiality,5
Encryption Software,Confidentiality Software,https://www.g2.com/categories/encryption,0
Certificate Lifecycle Management (CLM) Software,Confidentiality Software,https://www.g2.com/categories/certificate-lifecycle-management-clm,0
DMARC Software,Confidentiality Software,https://www.g2.com/categories/dmarc,0
Proxy Network Software,Confidentiality Software,https://www.g2.com/categories/proxy-network,0
SSL &amp; TLS Certificates Software,Confidentiality Software,https://www.g2.com/categories/ssl-tls-certificates,0
Data Security Software,Security Software,https://www.g2.com/categories/data-security,8
Database Security Software,Data Security Software,https://www.g2.com/categories/database-security,0
Data Center Security Software,Data Security Software,https://www.g2.com/categories/data-center-security,0
Data-Centric Security Software,Data Security Software,https://www.g2.com/categories/data-centric-security,0
Data Loss Prevention (DLP) Software,Data Security Software,https://www.g2.com/categories/data-loss-prevention-dlp,0
Data Masking Software,Data Security Software,https://www.g2.com/categories/data-masking,0
